"OriginalSizeKB","NewSizeKB","SavedKB","RelativePath"
"316.5","199.5","117","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180927_134950.jpg"
"571.8","455","116.8","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_165629.jpg"
"275","158.2","116.8","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205170703.jpg"
"234.4","117.6","116.8","files\2. Education\3. Short Term Courses Attended\5.jpeg"
"338.6","222.1","116.5","files\8. Blog\3. Sports\2. Regional & Inter University\9\DSC01014.JPG"
"292.6","176","116.5","files\8. Blog\2. Connection\2. ICICV conference outing\IMG20200213201825.jpg"
"205.8","89.4","116.4","files\4. Publication\3. conference\14\certi.jpeg"
"689.3","573.1","116.2","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028064400.jpg"
"250.8","134.8","116","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180928_153549.jpg"
"299.9","184.2","115.8","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205172837.jpg"
"263.3","147.8","115.5","files\8. Blog\1. academic\2. Conferences and ppt\sIN 17\20171013_153105.jpg"
"285.5","170","115.5","files\8. Blog\1. academic\2. Conferences and ppt\dubai\IMG20200130130722.jpg"
"219.4","104.3","115.1","files\4. Publication\6. presentation\1\certi.jpeg"
"215.6","100.4","115.1","files\8. Blog\1. academic\6. Events done\14. Self defence\20180319_185234.jpg"
"719.6","604.6","115","files\8. Blog\4. Avocations\1. trekking\8. Jal mahal\IMG20230820062450.jpg"
"463.2","348.3","115","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180928_153635.jpg"
"364.4","249.8","114.6","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331065607.jpg"
"302.8","188.3","114.5","files\8. Blog\1. academic\3. workshops\10. IoT workshop\20170629_120348.jpg"
"288.6","174.1","114.5","files\8. Blog\2. Connection\2. ICICV conference outing\IMG20200213200238.jpg"
"491.1","376.8","114.3","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205170651.jpg"
"258.5","144.3","114.2","files\8. Blog\1. academic\3. workshops\34. IIT delhi workshop\20170625_115949.jpg"
"293.7","179.4","114.2","files\8. Blog\1. academic\5. faculty visits\1. zagreb, coratia\20180904_132520.jpg"
"468.1","354","114","files\8. Blog\1. academic\3. workshops\13. gian mnit\20161219_130639.jpg"
"305","191.4","113.6","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180926_153654.jpg"
"325.6","212.1","113.5","files\8. Blog\1. academic\6. Events done\14. Self defence\20180319_184142.jpg"
"331.9","218.7","113.1","files\8. Blog\1. academic\3. workshops\34. IIT delhi workshop\20170625_120727.jpg"
"780.2","667.1","113.1","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827074720.jpg"
"265.5","152.5","113","files\8. Blog\1. academic\5. faculty visits\1. zagreb, coratia\20180904_143515.jpg"
"305.9","193.3","112.7","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190928140440.jpg"
"364.1","251.5","112.6","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205170842.jpg"
"328.9","216.6","112.3","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180926_145019.jpg"
"299.5","187.2","112.3","files\8. Blog\4. Avocations\2. Drawing\artwork\oil painting.JPG"
"786.7","674.5","112.2","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230521061912.jpg"
"352.9","240.8","112.1","files\8. Blog\2. Connection\2. ICICV conference outing\IMG20200213200257.jpg"
"376.6","264.6","112","files\8. Blog\1. academic\3. workshops\13. gian mnit\20161224_125425.jpg"
"243.6","131.9","111.7","files\8. Blog\1. academic\2. Conferences and ppt\dubai\IMG20200130142449.jpg"
"749","637.4","111.6","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331064933.jpg"
"527.4","415.9","111.5","files\8. Blog\4. Avocations\1. trekking\10. samod with mom\IMG_20230430_071250.jpg"
"278.6","167.3","111.3","files\8. Blog\1. academic\6. Events done\14. Self defence\20180319_184141.jpg"
"246","134.7","111.3","files\8. Blog\1. academic\2. Conferences and ppt\39. first ppt BVICAM\DSC03525.JPG"
"321.5","210.3","111.2","files\8. Blog\1. academic\3. workshops\13. gian mnit\20161224_125442.jpg"
"313.8","202.7","111.1","files\8. Blog\1. academic\2. Conferences and ppt\ICICV\IMG20200117201052.jpg"
"283","172.1","110.8","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180927_134955.jpg"
"303.6","192.8","110.8","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\20190118_102321.jpg"
"384.8","274.1","110.7","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512140928.jpg"
"244.8","134.1","110.6","files\8. Blog\1. academic\2. Conferences and ppt\39. first ppt BVICAM\DSC03523.JPG"
"287.5","177","110.5","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180927_153928.jpg"
"441.1","330.8","110.4","files\8. Blog\2. Connection\3. mom birthday\beautiful mom--.jpg"
"230.5","120.3","110.2","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180928_153541.jpg"
"291","180.9","110.1","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190928115646.jpg"
"1024.6","914.7","109.9","files\8. Blog\4. Avocations\2. Drawing\rangoli\WhatsApp Image 2023-10-09 at 17.19.46.png"
"314.7","204.7","109.9","files\8. Blog\1. academic\3. workshops\34. IIT delhi workshop\20170625_115508.jpg"
"288.5","178.7","109.8","files\8. Blog\1. academic\2. Conferences and ppt\39. first ppt BVICAM\DSC03545.JPG"
"288.5","178.7","109.8","files\8. Blog\2. Connection\3. mom birthday\first ppt.JPG"
"371.3","261.7","109.6","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190928140514.jpg"
"580","470.7","109.4","files\8. Blog\4. Avocations\1. trekking\1. gad ganesh with minki\IMG20230702071507.jpg"
"507.1","397.7","109.4","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331083219.jpg"
"235.1","125.8","109.3","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190929154907.jpg"
"711.2","602","109.2","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512133839.jpg"
"250.5","141.3","109.2","files\8. Blog\1. academic\7. Hackathon Head\31. hackathon head\20181114_102539.jpg"
"224.1","114.9","109.2","files\8. Blog\1. academic\7. Hackathon Head\31. hackathon head\20190113_205506.jpg"
"495","385.9","109.1","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407085327.jpg"
"721.3","612.2","109.1","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827074735.jpg"
"467.7","358.7","108.9","files\8. Blog\1. academic\5. faculty visits\29. physics day\IMG20220712121811.jpg"
"241.9","132.9","108.9","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\20180321_141615.jpg"
"285.5","176.6","108.8","files\8. Blog\1. academic\5. faculty visits\29. physics day\IMG20220712122025.jpg"
"315.7","207","108.7","files\8. Blog\4. Avocations\1. trekking\4. chulgiri with minki\IMG20230212165802.jpg"
"285.5","176.9","108.5","files\8. Blog\1. academic\3. workshops\34. IIT delhi workshop\20170625_120751.jpg"
"265.7","157.3","108.4","files\8. Blog\1. academic\3. workshops\34. IIT delhi workshop\20170625_122821.jpg"
"463.1","354.9","108.2","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\20180321_105455.jpg"
"778","669.9","108.1","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512142523.jpg"
"794.2","686.1","108.1","files\8. Blog\4. Avocations\1. trekking\8. Jal mahal\IMG20230820062736.jpg"
"316.7","208.6","108.1","files\8. Blog\1. academic\3. workshops\34. IIT delhi workshop\20170625_120744.jpg"
"280.3","172.3","108","files\8. Blog\1. academic\3. workshops\34. IIT delhi workshop\20170625_113522.jpg"
"145.8","37.8","108","files\8. Blog\1. academic\1. leadership\2. wise captain\DSC00328.JPG"
"211.3","103.3","107.9","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\20180321_141452.jpg"
"438.6","330.6","107.9","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407074915.jpg"
"344.7","236.8","107.9","files\8. Blog\1. academic\5. faculty visits\29. physics day\IMG20220712121820.jpg"
"635.2","527.4","107.8","files\8. Blog\4. Avocations\1. trekking\4. chulgiri with minki\IMG20230212170005.jpg"
"470.4","362.7","107.7","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331083543.jpg"
"284.7","177","107.7","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\20180321_133924.jpg"
"225.2","117.6","107.7","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190929154908.jpg"
"276.6","169.2","107.4","files\8. Blog\1. academic\2. Conferences and ppt\ICICV\IMG20200117195203.jpg"
"744.7","637.3","107.4","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512135011.jpg"
"789.6","682.3","107.3","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827074154.jpg"
"252.6","145.4","107.2","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation-2017\20171116_165911.jpg"
"791.6","684.5","107.1","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827075018.jpg"
"251.3","144.3","107","files\8. Blog\2. Connection\1. MUJ SSIC\IMG_2878.JPG"
"251","144.2","106.9","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\20180321_133922.jpg"
"549.4","442.6","106.8","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407080646.jpg"
"237.9","131.2","106.8","files\8. Blog\1. academic\2. Conferences and ppt\39. first ppt BVICAM\DSC03524.JPG"
"300.6","193.8","106.8","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331083253.jpg"
"512.3","405.9","106.5","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407083332.jpg"
"257.4","151","106.4","files\8. Blog\1. academic\2. Conferences and ppt\Coratia Conference\20180918_083356.jpg"
"310.1","203.8","106.4","files\8. Blog\3. Sports\2. Regional & Inter University\9\DSC01029.JPG"
"674.5","568.1","106.4","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028064736.jpg"
"249.7","143.4","106.4","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180928_114619.jpg"
"804.4","698.3","106.2","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512134709.jpg"
"398.9","292.8","106.2","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407085231.jpg"
"191.9","85.7","106.1","files\2. Education\3. Short Term Courses Attended\41.jpg"
"236.2","130.4","105.9","files\8. Blog\1. academic\3. workshops\34. IIT delhi workshop\20170625_114408.jpg"
"235.8","130.2","105.7","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\20180321_133927.jpg"
"287.9","182.4","105.5","files\8. Blog\1. academic\3. workshops\34. IIT delhi workshop\20170625_120747.jpg"
"323","217.5","105.5","files\8. Blog\1. academic\6. Events done\14. Self defence\20180319_184330.jpg"
"252.8","147.5","105.4","files\8. Blog\2. Connection\1. MUJ SSIC\IMG_2806.JPG"
"316.2","211","105.3","files\8. Blog\4. Avocations\2. Drawing\rangoli\IMG_2577.JPG"
"362.1","256.9","105.2","files\8. Blog\1. academic\6. Events done\14. Self defence\20180319_184344.jpg"
"330.4","225.3","105.1","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028072127.jpg"
"331.9","226.8","105","files\8. Blog\1. academic\6. Events done\14. Self defence\20180319_184332.jpg"
"455","350.2","104.7","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331082421.jpg"
"231.5","127","104.5","files\8. Blog\1. academic\5. faculty visits\1. zagreb, coratia\20180904_143444.jpg"
"292.4","188.1","104.3","files\8. Blog\1. academic\3. workshops\34. IIT delhi workshop\20170625_115846.jpg"
"476.5","372.2","104.3","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407083255.jpg"
"228.1","123.7","104.3","files\8. Blog\1. academic\3. workshops\12. one week FDP\20170119_134736.jpg"
"572.7","468.5","104.2","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028071814.jpg"
"221.5","117.4","104.1","files\8. Blog\2. Connection\2. ICICV conference outing\IMG20200213214329.jpg"
"261.7","157.8","103.9","files\8. Blog\2. Connection\1. MUJ SSIC\IMG_2841.JPG"
"263.4","159.5","103.9","files\8. Blog\1. academic\5. faculty visits\29. physics day\IMG20220712121911.jpg"
"218","114.2","103.8","files\8. Blog\1. academic\3. workshops\10. IoT workshop\20170629_120354.jpg"
"217","113.2","103.8","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190929120234.jpg"
"642.3","538.7","103.6","files\2. Education\3. Short Term Courses Attended\20.png"
"427.7","324.1","103.6","files\8. Blog\4. Avocations\1. trekking\1. gad ganesh with minki\IMG20230702072357.jpg"
"684.4","580.7","103.6","files\8. Blog\1. academic\3. workshops\13. gian mnit\20161220_135849.jpg"
"408.6","305.1","103.5","files\8. Blog\1. academic\5. faculty visits\29. physics day\IMG20220712122050.jpg"
"645.3","541.8","103.5","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205172824.jpg"
"201.9","98.5","103.4","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\20180321_141157.jpg"
"248.6","145.2","103.4","files\8. Blog\1. academic\6. Events done\0. mou\IMG_3041.JPG"
"221.3","118.2","103.2","files\8. Blog\1. academic\3. workshops\34. IIT delhi workshop\20170625_115903.jpg"
"744.4","641.2","103.2","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_164717.jpg"
"229.7","126.6","103.1","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180928_153055.jpg"
"483.5","380.4","103.1","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331070001.jpg"
"208","104.8","103.1","files\8. Blog\1. academic\3. workshops\12. one week FDP\20170119_134748.jpg"
"297.2","194.1","103.1","files\8. Blog\4. Avocations\1. trekking\4. chulgiri with minki\IMG20230212170638.jpg"
"146.1","43.1","103","files\8. Blog\1. academic\1. leadership\2. wise captain\DSC00326.JPG"
"225.2","122.2","103","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180928_153025.jpg"
"324.1","221.2","102.9","files\8. Blog\1. academic\2. Conferences and ppt\27. Organised ICCT conference\IMG20211213123347.jpg"
"244.7","141.8","102.9","files\8. Blog\2. Connection\2. ICICV conference outing\IMG20200213203430.jpg"
"290.4","187.5","102.9","files\8. Blog\1. academic\2. Conferences and ppt\Coratia Conference\IMG_1600.JPG"
"562.3","459.6","102.7","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827065723.jpg"
"833","730.3","102.7","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512134711.jpg"
"248.8","146.3","102.5","files\8. Blog\1. academic\5. faculty visits\1. zagreb, coratia\20180904_143436.jpg"
"214.6","112.2","102.4","files\8. Blog\2. Connection\1. MUJ SSIC\IMG_2782.JPG"
"285.1","182.7","102.4","files\8. Blog\1. academic\5. faculty visits\1. zagreb, coratia\20180904_143455.jpg"
"369.7","267.4","102.3","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205170648.jpg"
"317.3","215.1","102.2","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512140341.jpg"
"340.3","238.2","102.2","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190928113511.jpg"
"570.8","468.7","102.1","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407095045.jpg"
"244","142","102","files\8. Blog\1. academic\5. faculty visits\1. zagreb, coratia\20180904_143416.jpg"
"432.1","330.1","101.9","files\8. Blog\4. Avocations\2. Drawing\rangoli\20260516_164941.jpg"
"277.4","175.6","101.8","files\8. Blog\1. academic\3. workshops\30. Telemetry workshop\20190326_125529.jpg"
"457.6","355.9","101.7","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827062922.jpg"
"262.6","160.9","101.7","files\8. Blog\1. academic\6. Events done\14. Self defence\20180319_184241.jpg"
"147.5","45.9","101.6","files\8. Blog\1. academic\1. leadership\2. wise captain\DSC00307.JPG"
"225.4","123.8","101.6","files\8. Blog\1. academic\5. faculty visits\1. zagreb, coratia\20180904_143429.jpg"
"403.1","301.7","101.4","files\8. Blog\4. Avocations\2. Drawing\20260516_162438.jpg"
"199.3","98","101.3","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205185028.jpg"
"264.1","162.8","101.3","files\8. Blog\1. academic\6. Events done\14. Self defence\20180319_184237.jpg"
"484.8","384","100.8","files\8. Blog\4. Avocations\1. trekking\4. chulgiri with minki\IMG20230212170008.jpg"
"676.7","575.9","100.8","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512134235.jpg"
"321.8","221.1","100.7","files\8. Blog\1. academic\2. Conferences and ppt\27. Organised ICCT conference\IMG20211213123342.jpg"
"278.7","178.2","100.5","files\8. Blog\1. academic\6. Events done\14. Self defence\20180319_184229.jpg"
"253.9","153.5","100.5","files\8. Blog\1. academic\5. faculty visits\29. physics day\IMG20220712121955.jpg"
"277.7","177.5","100.2","files\8. Blog\1. academic\5. faculty visits\35. robotics fair\20170318_140030.jpg"
"265.4","165.2","100.2","files\8. Blog\1. academic\5. faculty visits\35. robotics fair\20170318_135812.jpg"
"563.4","463.3","100.1","files\8. Blog\4. Avocations\1. trekking\10. samod with mom\IMG_20230430_064856.jpg"
"212.6","112.5","100.1","files\8. Blog\1. academic\5. faculty visits\1. zagreb, coratia\20180904_143503.jpg"
"406","305.9","100.1","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028090236.jpg"
"220.2","120.3","99.9","files\8. Blog\1. academic\2. Conferences and ppt\Coratia Conference\20180918_001524.jpg"
"228.5","128.7","99.8","files\8. Blog\1. academic\6. Events done\0. mou\IMG_3037.JPG"
"247.2","147.4","99.8","files\8. Blog\1. academic\3. workshops\16. image processing workshop\20180225_154426(0).jpg"
"224.8","125","99.8","files\8. Blog\1. academic\3. workshops\34. IIT delhi workshop\20170625_112823.jpg"
"329.2","229.6","99.6","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512141130.jpg"
"190.8","91.3","99.5","files\8. Blog\1. academic\2. Conferences and ppt\dubai\IMG20200130143230.jpg"
"316.8","217.3","99.5","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2505.JPG"
"170.9","71.5","99.5","files\2. Education\3. Short Term Courses Attended\3.jpeg"
"340","240.5","99.5","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028081448.jpg"
"201.8","102.5","99.3","files\8. Blog\1. academic\5. faculty visits\35. robotics fair\20170319_154955.jpg"
"252.2","153.2","99","files\8. Blog\1. academic\2. Conferences and ppt\39. first ppt BVICAM\DSC03526.JPG"
"252.2","153.2","99","files\8. Blog\2. Connection\3. mom birthday\first ppt at bvicam.JPG"
"879.4","780.6","98.8","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512143759.jpg"
"545.5","446.9","98.6","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512140550.jpg"
"258.7","160.1","98.6","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028065411.jpg"
"242.6","144","98.6","files\8. Blog\1. academic\5. faculty visits\35. robotics fair\20170318_135806.jpg"
"633.4","534.9","98.5","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407082246.jpg"
"262.1","163.7","98.4","files\8. Blog\1. academic\6. Events done\14. Self defence\20180319_184154.jpg"
"139.6","41.2","98.4","files\8. Blog\1. academic\1. leadership\3. senior perfect\DSC00628.JPG"
"368.5","270.1","98.4","files\8. Blog\2. Connection\header\IMG20200128140658.jpg"
"740","641.6","98.4","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331065111.jpg"
"266.5","168.2","98.3","files\8. Blog\1. academic\6. Events done\14. Self defence\20180319_184317.jpg"
"268.8","170.6","98.2","files\8. Blog\1. academic\6. Events done\14. Self defence\20180319_184254.jpg"
"326","228","98.1","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\20180321_105452.jpg"
"276.8","178.6","98.1","files\8. Blog\1. academic\5. faculty visits\35. robotics fair\20170319_143313.jpg"
"228.3","130.7","97.7","files\8. Blog\1. academic\6. Events done\14. Self defence\20180319_184130.jpg"
"379.2","281.5","97.7","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331064839.jpg"
"325.8","228.3","97.5","files\8. Blog\1. academic\8. Social Activities\32. cleanileness drive\20181002_092635.jpg"
"282.9","185.4","97.5","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation-2017\20171116_142416.jpg"
"542.2","444.9","97.4","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827083209.jpg"
"219.2","122","97.2","files\8. Blog\4. Avocations\1. trekking\8. Jal mahal\IMG20230820061053.jpg"
"153.1","56.1","97","files\6. Award\8. Top researcher of the month - June 2023\WhatsApp Image 2026-05-14 at 2.09.25 PM.jpeg"
"413.4","316.4","97","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028072138.jpg"
"266.9","169.9","97","files\8. Blog\1. academic\5. faculty visits\35. robotics fair\20170318_135747.jpg"
"433.4","336.5","96.9","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205170639.jpg"
"850.1","753.3","96.8","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827075158.jpg"
"208.6","111.9","96.7","files\2. Education\3. Short Term Courses Attended\12.jpeg"
"394.9","298.3","96.7","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331084149.jpg"
"314.5","217.8","96.7","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331065516.jpg"
"210.1","113.5","96.6","files\8. Blog\1. academic\2. Conferences and ppt\39. first ppt BVICAM\DSC03527.JPG"
"265.8","169.3","96.6","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180927_153955.jpg"
"221.4","124.8","96.6","files\8. Blog\2. Connection\1. MUJ SSIC\IMG_2790.JPG"
"261.6","165.1","96.5","files\8. Blog\1. academic\5. faculty visits\35. robotics fair\20170319_141552.jpg"
"323.4","227.1","96.4","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028090452.jpg"
"221.7","125.3","96.3","files\8. Blog\1. academic\3. workshops\10. IoT workshop\20170629_115953.jpg"
"410.6","314.2","96.3","files\8. Blog\1. academic\6. Events done\14. Self defence\20180319_182726.jpg"
"622.7","526.8","95.9","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331082805.jpg"
"363","267.6","95.4","files\8. Blog\1. academic\3. workshops\13. gian mnit\20161219_133152.jpg"
"309","213.6","95.4","files\8. Blog\1. academic\5. faculty visits\29. physics day\IMG20220712121907.jpg"
"776","680.7","95.3","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407082750.jpg"
"288.1","192.9","95.2","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512150115.jpg"
"288.3","193.1","95.2","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5657.JPG"
"231.8","136.6","95.1","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\20180321_133904.jpg"
"330","234.9","95.1","files\8. Blog\4. Avocations\1. trekking\4. chulgiri with minki\IMG20230212171047.jpg"
"277.4","182.3","95.1","files\8. Blog\1. academic\5. faculty visits\35. robotics fair\20170318_135742.jpg"
"226.1","131","95.1","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205172709.jpg"
"193.3","98.4","95","files\8. Blog\1. academic\3. workshops\34. IIT delhi workshop\20170625_113024.jpg"
"209.6","114.7","94.9","files\8. Blog\2. Connection\1. MUJ SSIC\IMG_2855.JPG"
"302.4","207.5","94.9","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5672.JPG"
"344.4","249.5","94.9","files\8. Blog\1. academic\5. faculty visits\29. physics day\IMG20220712122039.jpg"
"500.9","406.4","94.6","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028070743.jpg"
"222.1","127.8","94.3","files\5. Project\1. Project\39.png"
"238","143.7","94.3","files\8. Blog\1. academic\3. workshops\37. MUN\IMG_7544.JPG"
"890.7","796.5","94.3","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407082259.jpg"
"517.6","423.4","94.2","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827073810.jpg"
"474.5","380.4","94.2","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028075935.jpg"
"219.3","125.3","93.9","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190929120204.jpg"
"306.6","212.7","93.9","files\8. Blog\1. academic\7. Hackathon Head\28. school hackathon\IMG20191113111254.jpg"
"195.4","101.6","93.8","files\8. Blog\1. academic\7. Hackathon Head\31. hackathon head\20181114_102544.jpg"
"366.2","272.3","93.8","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407095414.jpg"
"309.6","215.7","93.8","files\8. Blog\1. academic\7. Hackathon Head\28. school hackathon\IMG20191113111653.jpg"
"390.5","296.8","93.8","files\8. Blog\1. academic\8. Social Activities\32. cleanileness drive\20181002_091119.jpg"
"159.7","66.2","93.5","files\2. Education\5. Seminars Attended\2.jpg"
"219.2","125.6","93.5","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190929120206.jpg"
"393.1","299.6","93.5","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\20180321_105511.jpg"
"286.9","193.5","93.4","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5705.JPG"
"270.7","177.3","93.4","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5661.JPG"
"196.7","103.5","93.2","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190929154902.jpg"
"419.4","326.2","93.2","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407085040.jpg"
"234.5","141.4","93.1","files\8. Blog\1. academic\5. faculty visits\35. robotics fair\20170319_141540.jpg"
"263.7","170.6","93.1","files\8. Blog\1. academic\5. faculty visits\1. zagreb, coratia\20180904_112911.jpg"
"321.8","228.7","93.1","files\8. Blog\1. academic\7. Hackathon Head\28. school hackathon\IMG20191113111451.jpg"
"269","176","93","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5714.JPG"
"285.2","192.3","92.9","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5617.JPG"
"242.4","149.5","92.9","files\8. Blog\1. academic\5. faculty visits\35. robotics fair\20170319_141541.jpg"
"238.7","145.9","92.8","files\8. Blog\2. Connection\2. ICICV conference outing\IMG20200213212414.jpg"
"332.8","240.1","92.7","files\8. Blog\1. academic\7. Hackathon Head\28. school hackathon\IMG20191113112224.jpg"
